2;radar_station;2107.00;9.70;817.00;4.76;0
355;radar_station;4654.00;10.20;20.00;6.10;0
354;radar_station;2698.00;10.20;25.00;3.09;0
1;arms_factory;3285.00;10.20;746.00;5.34;0
1;arms_factory;3250.00;10.18;809.00;0.26;0
1;arms_factory;3299.00;10.10;754.00;3.28;0
1;arms_factory;3258.00;9.90;787.00;5.95;0
1;arms_factory;3300.00;9.98;763.00;2.33;0
1;arms_factory;3297.00;10.10;790.00;0.17;0
1;industrial_complex;3289.00;10.00;779.00;1.73;0
1;industrial_complex;3304.00;10.05;755.00;4.39;0
1;industrial_complex;3272.00;10.40;815.00;0.78;0
1;industrial_complex;3250.00;9.90;795.00;4.90;0
1;industrial_complex;3289.00;10.18;792.00;5.00;0
1;industrial_complex;3262.00;10.00;799.00;2.84;0
1;air_base;3280.00;10.00;768.00;5.50;0
1;supply_node;3278.00;10.00;778.00;3.88;0
1;supply_node;3259.00;10.30;814.00;0.18;0
1;supply_node;3296.00;10.20;750.00;3.12;0
1;supply_node;3245.00;9.80;792.00;4.60;0
1;supply_node;3274.00;10.10;801.00;2.36;0
1;supply_node;3259.00;9.90;765.00;3.84;0
1;supply_node;3275.00;10.05;755.00;0.49;0
1;supply_node;3296.00;9.90;770.00;3.42;0
1;supply_node;3259.00;9.95;785.00;6.01;0
1;supply_node;3293.00;10.20;794.00;2.66;0
1;bunker;3256.00;9.90;756.00;3.00;0
1;bunker;3278.00;10.10;749.00;0.84;0
1;bunker;3271.00;10.00;792.00;2.40;0
1;bunker;3277.00;10.10;788.00;5.07;0
1;bunker;3263.00;10.10;805.00;1.45;0
1;bunker;3289.00;9.90;772.00;4.47;0
1;bunker;3257.00;9.90;793.00;0.85;0
1;bunker;3289.00;10.32;743.00;3.51;0
1;bunker;3301.00;10.10;795.00;1.35;0
1;bunker;3248.00;9.90;797.00;1.46;0
1;anti_air_building;3258.00;9.90;786.00;5.58;0
1;anti_air_building;3243.00;9.85;796.00;1.96;0
1;anti_air_building;3294.00;10.15;792.00;6.08;0
1;synthetic_refinery;3266.00;10.00;799.00;6.18;0
1;fuel_silo;3285.00;10.00;768.00;4.02;0
1;radar_station;3277.00;10.05;784.00;0.98;0
1;rocket_site;3279.00;10.00;782.00;3.07;0
1;nuclear_reactor;3256.00;9.90;771.00;6.09;0
2;arms_factory;2742.00;10.23;1523.00;3.28;0
2;arms_factory;2054.00;9.80;1663.00;5.95;0
2;arms_factory;4407.00;21.52;1952.00;2.33;0
2;arms_factory;980.00;9.98;1624.00;0.17;0
2;arms_factory;1081.00;9.70;1476.00;1.73;0
2;arms_factory;1236.00;17.88;194.00;4.39;0
2;industrial_complex;4034.00;17.50;2008.00;0.78;0
2;industrial_complex;4648.00;19.95;1818.00;4.90;0
2;industrial_complex;2084.00;10.80;1161.00;5.00;0
2;industrial_complex;5539.00;9.80;73.00;2.84;0
2;industrial_complex;2087.00;9.70;1814.00;5.50;0
2;industrial_complex;3968.00;10.25;70.00;0.78;0
2;air_base;1398.00;19.50;167.00;3.45;0
2;supply_node;4409.00;19.33;1914.00;3.12;0
2;supply_node;3642.00;9.80;1861.00;4.60;0
2;supply_node;1102.00;9.80;1077.00;2.36;0
2;supply_node;3754.00;10.03;244.00;3.84;0
2;supply_node;4641.00;19.10;1845.00;0.49;0
2;supply_node;5573.00;9.90;551.00;3.42;0
2;supply_node;1373.00;22.23;209.00;6.01;0
2;supply_node;2107.00;9.78;822.00;2.66;0
2;supply_node;2093.00;9.90;1540.00;4.14;0
2;supply_node;723.00;20.80;49.00;1.90;0
2;supply_node;4575.00;9.80;205.00;4.83;0
2;supply_node;3077.00;10.40;326.00;0.03;0
2;supply_node;2330.00;9.70;1606.00;4.07;0
2;supply_node;4263.00;10.25;1068.00;5.55;0
2;supply_node;4168.00;10.15;306.00;2.20;0
2;supply_node;978.00;9.80;858.00;6.25;0
2;supply_node;1167.00;18.27;125.00;1.44;0
2;supply_node;2665.00;9.90;1318.00;4.37;0
2;supply_node;1240.00;9.70;1673.00;0.68;0
2;supply_node;3635.00;10.10;1701.00;3.61;0
2;supply_node;1069.00;9.70;1447.00;0.26;0
2;supply_node;3728.00;13.70;825.00;2.85;0
2;supply_node;1609.00;9.90;1309.00;5.79;0
2;supply_node;2917.00;10.50;1307.00;0.98;0
2;supply_node;5556.00;10.00;111.00;5.02;0
2;supply_node;937.00;9.80;1152.00;1.67;0
2;supply_node;3524.00;10.50;1348.00;3.15;0
2;supply_node;1367.00;25.05;320.00;0.91;0
2;supply_node;3052.00;10.75;370.00;2.39;0
2;supply_node;5309.00;9.90;1905.00;5.32;0
2;supply_node;2209.00;9.98;742.00;1.63;0
2;supply_node;2082.00;10.03;1662.00;4.56;0
2;supply_node;3580.00;10.00;1114.00;1.21;0
2;supply_node;3976.00;10.40;1326.00;3.80;0
2;supply_node;3425.00;12.15;808.00;0.45;0
2;supply_node;4000.00;14.75;2005.00;1.93;0
2;supply_node;3185.00;10.30;158.00;5.97;0
2;supply_node;1430.00;17.90;524.00;2.63;0
2;supply_node;3610.00;10.20;1250.00;4.10;0
2;supply_node;3227.00;10.30;1417.00;1.86;0
2;supply_node;2276.00;9.70;1776.00;3.34;0
2;supply_node;3790.00;10.40;1786.00;6.28;0
2;supply_node;219.00;10.85;338.00;4.03;0
2;supply_node;4518.00;22.45;1334.00;5.51;0
2;supply_node;2281.00;10.40;953.00;2.16;0
2;supply_node;4067.00;12.43;1137.00;4.75;0
2;supply_node;894.00;19.20;680.00;1.40;0
2;supply_node;931.00;17.45;314.00;4.34;0
2;supply_node;3689.00;10.50;1984.00;0.63;0
2;supply_node;1199.00;9.90;1160.00;3.58;0
2;supply_node;4519.00;12.75;1022.00;5.05;0
2;supply_node;2252.00;12.32;1106.00;2.81;0
2;supply_node;1000.00;9.90;1674.00;5.75;0
2;supply_node;4963.00;21.43;960.00;0.94;0
2;supply_node;1739.00;9.70;1156.00;4.98;0
2;supply_node;924.00;15.35;217.00;0.18;0
2;supply_node;475.00;13.80;325.00;3.12;0
2;supply_node;5213.00;10.00;1076.00;0.87;0
2;supply_node;5546.00;9.70;432.00;2.35;0
2;supply_node;3842.00;10.25;633.00;5.28;0
2;supply_node;4269.00;21.20;1720.00;1.59;0
2;supply_node;970.00;9.70;1385.00;4.52;0
2;supply_node;2962.00;10.10;1404.00;6.00;0
2;supply_node;2453.00;10.20;821.00;3.76;0
2;supply_node;688.00;13.50;496.00;0.41;0
2;supply_node;2069.00;9.70;1750.00;1.89;0
2;supply_node;2716.00;10.35;1543.00;5.93;0
2;supply_node;1507.00;9.73;1653.00;1.13;0
2;supply_node;4628.00;12.32;597.00;4.07;0
2;supply_node;1178.00;20.75;941.00;0.72;0
2;supply_node;3126.00;10.30;1422.00;3.30;0
2;supply_node;1235.00;10.62;1073.00;6.24;0
2;supply_node;2721.00;9.90;118.00;1.43;0
2;supply_node;2925.00;10.20;1612.00;5.47;0
2;supply_node;644.00;22.35;154.00;2.12;0
2;supply_node;1828.00;10.10;297.00;3.61;0
2;supply_node;3096.00;9.80;528.00;1.36;0
2;supply_node;906.00;9.70;1318.00;2.84;0
2;supply_node;2767.00;9.90;2005.00;5.77;0
2;supply_node;4016.00;10.48;51.00;3.54;0
2;supply_node;5163.00;9.80;1171.00;5.01;0
2;supply_node;3546.00;10.10;1498.00;1.67;0
2;supply_node;2783.00;10.45;160.00;4.25;0
2;supply_node;4451.00;9.80;224.00;0.90;0
2;supply_node;4723.00;14.55;1440.00;3.84;0
2;supply_node;3020.00;10.00;1302.00;0.14;0
2;supply_node;4029.00;10.00;1235.00;3.08;0
2;supply_node;3191.00;10.20;1353.00;4.56;0
2;supply_node;2734.00;10.20;171.00;2.31;0
2;supply_node;281.00;15.28;607.00;5.25;0
2;supply_node;3347.00;10.20;1310.00;0.45;0
2;supply_node;1546.00;9.70;1862.00;4.49;0
2;supply_node;4262.00;10.00;221.00;5.96;0
2;supply_node;2097.00;9.90;1125.00;2.61;0
2;supply_node;1068.00;22.10;970.00;5.20;0
2;supply_node;1854.00;14.90;381.00;1.85;0
2;supply_node;1936.00;9.70;1836.00;4.79;0
2;supply_node;1689.00;25.00;78.00;1.09;0
2;supply_node;1238.00;9.70;1784.00;4.03;0
2;supply_node;1682.00;9.70;2003.00;5.50;0
2;supply_node;1032.00;10.28;1177.00;3.26;0
2;supply_node;2149.00;10.35;913.00;6.20;0
2;supply_node;3389.00;13.03;880.00;1.39;0
2;supply_node;1797.00;10.00;2011.00;5.43;0
2;supply_node;2211.00;22.25;1129.00;0.63;0
2;supply_node;1793.00;9.80;1761.00;3.57;0
2;supply_node;4531.00;10.23;598.00;1.33;0
2;supply_node;2613.00;10.20;747.00;2.80;0
